id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,studio,foreign_gross,year,genre_ids,popularity,movie_id,runtime_minutes,genres,profit,profit_rate
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt1967669,91.0,Drama,49026186.0,175.09352142857142
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt2854926,100.0,Comedy,49026186.0,175.09352142857142
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt4049714,5.0,"Adventure,Documentary",49026186.0,175.09352142857142
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt4439120,85.0,"Action,Fantasy,Horror",49026186.0,175.09352142857142
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt5908018,76.0,Animation,49026186.0,175.09352142857142
50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,WB (NL),23400000.0,2018,[18],1.4,tt8430862,46.0,"Action,Comedy",49026186.0,175.09352142857142
60,2011-08-12,30 Minutes or Less,28000000.0,37053924.0,40966716.0,2011,Sony,3500000.0,2011,"[28, 12, 35]",11.315,tt1622547,83.0,"Action,Comedy,Crime",12966716.0,46.3097
64,2014-02-21,3 Days to Kill,28000000.0,30697999.0,38959900.0,2014,Rela.,21900000.0,2014,"[28, 18, 53, 80]",11.011,tt2172934,117.0,"Action,Drama,Thriller",10959900.0,39.142500000000005
65,2013-08-16,Kick-Ass 2,28000000.0,28795985.0,63129909.0,2013,Uni.,32000000.0,2013,"[28, 12, 80]",14.793,tt1650554,103.0,"Action,Comedy,Crime",35129909.0,125.46396071428572
67,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,2014,Uni.,26900000.0,2014,"[80, 18, 9648, 53]",19.373,tt0365907,114.0,"Action,Crime,Drama",34108587.0,121.81638214285715
69,2014-04-25,Brick Mansions,28000000.0,20396829.0,73421224.0,2014,Rela.,48500000.0,2014,"[28, 80, 18]",9.194,tt1430612,90.0,"Action,Crime",45421224.0,162.21865714285715
72,2015-08-21,American Ultra,28000000.0,14439985.0,30295028.0,2015,LGF,12700000.0,2015,"[35, 28]",9.97,tt3316948,96.0,"Action,Comedy,Sci-Fi",2295028.0,8.196528571428571
74,2016-02-05,Pride and Prejudice and Zombies,28000000.0,10907291.0,16638300.0,2016,SGem,5500000.0,2016,"[10749, 27, 35, 53]",9.086,tt1374989,108.0,"Action,Comedy,Horror",-11361700.0,-40.5775
86,2012-01-13,Joyful Noise,27500000.0,30932113.0,31157914.0,2012,WB,226000.0,2012,"[35, 10402]",6.787000000000001,tt1710396,118.0,"Comedy,Drama,Music",3657914.0,13.301505454545454
90,2011-10-28,Anonymous,27500000.0,4463292.0,15815509.0,2011,Sony,10900000.0,2011,"[18, 36, 53]",8.113999999999999,tt1521197,130.0,"Drama,Thriller",-11684491.0,-42.48905818181819
90,2011-10-28,Anonymous,27500000.0,4463292.0,15815509.0,2011,Sony,10900000.0,2011,"[18, 36, 53]",8.113999999999999,tt7632298,60.0,"Action,Comedy,Mystery",-11684491.0,-42.48905818181819
91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt1219289,105.0,"Mystery,Sci-Fi,Thriller",128564919.0,476.16636666666665
91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt4597838,3.0,"Biography,Documentary",128564919.0,476.16636666666665
91,2011-03-18,Limitless,27000000.0,79249455.0,155564919.0,2011,Rela.,82600000.0,2011,"[53, 9648, 878]",19.453,tt6084030,57.0,Documentary,128564919.0,476.16636666666665
98,2016-05-13,Money Monster,27000000.0,41012075.0,93466095.0,2016,TriS,52300000.0,2016,"[53, 18]",11.134,tt2241351,98.0,"Crime,Drama,Thriller",66466095.0,246.1707222222222
38,2012-08-29,Lawless,26000000.0,37397291.0,54393687.0,2012,Wein.,16300000.0,2012,"[80, 18]",12.147,tt1212450,116.0,"Crime,Drama",28393687.0,109.20648846153847
38,2012-08-29,Lawless,26000000.0,37397291.0,54393687.0,2012,Wein.,16300000.0,2012,"[80, 18]",12.147,tt8781832,90.0,"Action,Adventure,Documentary",28393687.0,109.20648846153847
42,2014-10-17,The Best of Me,26000000.0,26766213.0,41059418.0,2014,Rela.,9200000.0,2014,"[18, 10749]",8.622,tt1972779,118.0,"Drama,Romance",15059418.0,57.92083846153846
45,2012-04-27,The Raven,26000000.0,16008272.0,30601801.0,2012,Rela.,13600000.0,2012,"[27, 28, 53, 878]",0.6,tt1486192,110.0,"Crime,Mystery,Thriller",4601801.0,17.699234615384615
50,2013-10-18,The Fifth Estate,26000000.0,3254172.0,6154172.0,2013,BV,5300000.0,2013,"[18, 53]",6.6110000000000015,tt1837703,128.0,"Biography,Drama,Thriller",-19845828.0,-76.33010769230769
52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,ALP,,2011,"[53, 80, 18]",12.003,tt1679620,87.0,Drama,-23076041.0,-88.75400384615385
52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,ALP,,2011,"[53, 80, 18]",12.003,tt1747958,127.0,"Action,Crime,Drama",-23076041.0,-88.75400384615385
52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,ALP,,2011,"[53, 80, 18]",12.003,tt2941230,83.0,"Documentary,Drama,Family",-23076041.0,-88.75400384615385
52,2014-03-21,Blood Ties,26000000.0,42472.0,2923959.0,2014,ALP,,2011,"[53, 80, 18]",12.003,tt3882558,120.0,Action,-23076041.0,-88.75400384615385
63,2011-08-10,The Help,25000000.0,169705587.0,213120004.0,2011,BV,46900000.0,2011,[18],12.598,tt1454029,146.0,Drama,188120004.0,752.480016
64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Fox,66300000.0,2016,"[18, 36]",14.751,tt4846340,127.0,"Biography,Drama,History",206771716.0,827.086864
67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Uni.,19500000.0,2014,"[28, 35]",10.831,tt1408253,99.0,"Action,Comedy,Crime",128733800.0,514.9352
67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Uni.,19500000.0,2014,"[28, 35]",10.831,tt2263520,87.0,Action,128733800.0,514.9352
79,2012-12-25,Parental Guidance,25000000.0,77267296.0,120832383.0,2012,Fox,42500000.0,2012,[35],10.124,tt1047540,105.0,"Comedy,Family",95832383.0,383.329532
84,2011-01-21,No Strings Attached,25000000.0,70662220.0,149228078.0,2011,Par.,78600000.0,2011,"[35, 10749]",14.203,tt1411238,108.0,"Comedy,Romance",124228078.0,496.912312
84,2011-01-21,No Strings Attached,25000000.0,70662220.0,149228078.0,2011,Par.,78600000.0,2011,"[35, 10749]",14.203,tt6598256,73.0,"Comedy,Drama,Romance",124228078.0,496.912312
85,2012-01-13,Contraband,25000000.0,66528000.0,98406855.0,2012,Uni.,29700000.0,2012,"[53, 28, 18, 80]",12.357,tt1524137,109.0,"Action,Crime,Drama",73406855.0,293.62742000000003
87,2012-04-20,The Lucky One,25000000.0,60457138.0,96633833.0,2012,WB,38900000.0,2012,"[18, 10749]",13.14,tt1327194,101.0,"Drama,Romance",71633833.0,286.535332
95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,2012,ORF,25700000.0,2012,"[18, 53, 28, 12]",12.942,tt1601913,117.0,"Action,Adventure,Drama",56249176.0,224.996704
2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,2014,Wein.,21900000.0,2014,"[18, 878]",8.687000000000001,tt0435651,97.0,"Drama,Romance,Sci-Fi",41540205.0,166.16082
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,Sony,9300000.0,2015,[35],9.014,tt3530002,101.0,"Adventure,Comedy,Fantasy",27427346.0,109.70938400000001
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,Sony,9300000.0,2015,[35],9.014,tt6006924,81.0,Horror,27427346.0,109.70938400000001
6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,Sony,9300000.0,2015,[35],9.014,tt6353886,86.0,Documentary,27427346.0,109.70938400000001
15,2013-12-25,August: Osage County,25000000.0,37738810.0,50738810.0,2013,Wein.,36500000.0,2013,"[35, 18]",9.586,tt1322269,121.0,"Comedy,Drama",25738810.0,102.95524
17,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0,2014,BV,2800000.0,2014,[18],7.771,tt1647668,124.0,"Biography,Drama,Sport",14217912.0,56.87164799999999
21,2018-09-07,Peppermint,25000000.0,35418723.0,51800758.0,2018,STX,18400000.0,2018,"[53, 28, 18]",32.476,tt6850820,101.0,"Action,Crime,Drama",26800758.0,107.20303200000001
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt1828325,105.0,Drama,13718031.0,54.872124
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2039393,111.0,"Crime,Drama,Thriller",13718031.0,54.872124
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2843832,52.0,Documentary,13718031.0,54.872124
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt2924336,109.0,"Drama,Thriller",13718031.0,54.872124
25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,Par.,5600000.0,2014,"[53, 80, 18]",8.807,tt9447594,121.0,"Action,Sci-Fi,Thriller",13718031.0,54.872124
29,2017-02-17,Fist Fight,25000000.0,32187017.0,40286416.0,2017,WB (NL),8900000.0,2017,[35],9.808,tt3401882,91.0,Comedy,15286416.0,61.145664
32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,2011,Fox,4500000.0,2011,[35],11.571,tt1366344,81.0,Comedy,13749404.0,54.99761600000001
32,2011-12-09,The Sitter,25000000.0,30542576.0,38749404.0,2011,Fox,4500000.0,2011,[35],11.571,tt4697228,97.0,Horror,13749404.0,54.99761600000001
36,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,2014,LG/S,620000.0,2014,[18],10.581,tt2223990,110.0,"Drama,Sport",4847480.0,19.38992
38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,2017,Par.,55300000.0,2017,[27],13.53,tt0498381,102.0,"Drama,Horror,Mystery",57917283.0,231.669132
43,2011-08-26,Don't Be Afraid of the Dark,25000000.0,24046682.0,39126427.0,2011,FD,12900000.0,2011,"[14, 27, 53]",8.405,tt1270761,99.0,"Fantasy,Horror,Thriller",14126427.0,56.505708
50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,2011,Focus,7600000.0,2011,"[12, 18]",8.443,tt1034389,114.0,"Action,Adventure,Drama",13993548.0,55.974192
50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,2011,Focus,7600000.0,2011,"[12, 18]",8.443,tt5130954,11.0,Documentary,13993548.0,55.974192
52,2011-09-02,Shark Night 3D,25000000.0,18877153.0,18877153.0,2011,Rela.,21300000.0,2011,"[27, 53]",7.879,tt1633356,90.0,"Horror,Thriller",-6122847.0,-24.491388
56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,WB,8100000.0,2017,[35],12.45,tt1966359,113.0,"Adventure,Comedy,Drama",-3961559.0,-15.846236
56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,2017,WB,8100000.0,2017,[35],12.45,tt2925960,58.0,Documentary,-3961559.0,-15.846236
58,2013-10-25,The Counselor,25000000.0,16973715.0,71009334.0,2013,Fox,54000000.0,2013,"[53, 80, 18]",10.55,tt2193215,117.0,"Crime,Drama,Thriller",46009334.0,184.037336
60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Focus,29900000.0,2018,"[18, 36]",16.115,tt1555069,119.0,"Biography,Drama,History",21734733.0,86.93893200000001
60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Focus,29900000.0,2018,"[18, 36]",16.115,tt2328900,124.0,"Biography,Drama,History",21734733.0,86.93893200000001
74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,2011,LGF,9400000.0,2011,[18],15.478,tt1291584,140.0,"Drama,Sport",-784615.0,-3.13846
76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,2017,FoxS,,2017,[35],0.6,tt4622512,121.0,"Biography,Comedy,Drama",-6554621.0,-26.218483999999997
78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,2015,WB,12700000.0,2015,"[18, 36]",9.993,tt2006295,127.0,"Biography,Drama,History",3400715.0,13.60286
80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,2011,RAtt.,3900000.0,2011,"[80, 18, 36]",6.4929999999999986,tt0968264,122.0,"Crime,Drama,History",-9092589.0,-36.370356
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Anch.,,2011,[18],5.872000000000001,tt1226837,120.0,"Biography,Drama",-11968576.0,-47.874304
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,2018,Anch.,,2011,[18],5.872000000000001,tt1533013,100.0,Drama,-11968576.0,-47.874304
8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,2017,Wein.,5900000.0,2017,"[18, 10749]",9.89,tt0491203,105.0,"Drama,History,Romance",-18207232.0,-72.828928
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Uni.,41100000.0,2015,"[12, 14]",10.542,tt2577542,134.0,Horror,17425450.0,69.7018
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3409352,34.0,"Biography,Documentary",17425450.0,69.7018
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3555036,168.0,"Action,Drama",17425450.0,69.7018
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Uni.,41100000.0,2015,"[12, 14]",10.542,tt3569230,132.0,"Biography,Crime,Drama",17425450.0,69.7018
12,2016-01-29,Jane Got a Gun,25000000.0,1513793.0,3771345.0,2016,Wein.,,2016,"[28, 18, 37]",8.825,tt2140037,98.0,"Action,Drama,Western",-21228655.0,-84.91462
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt0337692,124.0,"Adventure,Drama,Romance",-15686698.0,-62.746792
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt2404548,90.0,Drama,-15686698.0,-62.746792
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt3872966,87.0,Documentary,-15686698.0,-62.746792
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt4339118,89.0,Drama,-15686698.0,-62.746792
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt5389486,39.0,Documentary,-15686698.0,-62.746792
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,2013,IFC,8000000.0,2012,"[12, 18]",8.919,tt5647250,121.0,Drama,-15686698.0,-62.746792
36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,2014,SGem,5000000.0,2014,"[35, 10749]",8.25,tt2239832,106.0,"Comedy,Romance",46027933.0,191.7830541666667
37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Par.,6700000.0,2016,[18],12.753,tt2671706,139.0,Drama,40282881.0,167.8453375
37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Par.,6700000.0,2016,[18],12.753,tt3197696,117.0,"Drama,Family",40282881.0,167.8453375
58,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,2011,Wein.,20900000.0,2011,"[10749, 35]",8.271,tt1742650,89.0,"Comedy,Romance",474463.0,1.9769291666666668
60,2013-12-20,Dhoom 3,24000000.0,8031955.0,11723620.0,2013,Yash,80000000.0,2013,"[28, 53]",6.797999999999999,tt1833673,172.0,"Action,Thriller",-12276380.0,-51.15158333333333
71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,2018,Uni.,234700000.0,2018,"[18, 35]",36.284,tt6966692,130.0,"Biography,Comedy,Drama",299034439.0,1300.1497347826087
73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,2015,SGem,15300000.0,2015,[35],15.876,tt0884732,101.0,Comedy,57171596.0,248.57215652173915
76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,2011,Sony,35000000.0,2011,[18],10.127,tt1124035,101.0,"Drama,Thriller",54735925.0,237.98228260869564
78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,2018,Fox,5200000.0,2018,"[80, 18]",19.135,tt5580266,133.0,"Crime,Drama",12067665.0,52.46810869565217
83,2012-01-20,Haywire,23000000.0,18942396.0,36374700.0,2012,Rela.,14400000.0,2012,"[28, 53, 9648]",10.015,tt1506999,93.0,"Action,Drama,Thriller",13374700.0,58.15086956521739
86,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,2016,Fox,30400000.0,2016,"[35, 18, 36, 12]",11.483,tt1083452,106.0,"Biography,Comedy,Drama",22060480.0,95.91513043478261
3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,2016,Focus,19600000.0,2016,"[18, 53]",16.19,tt4550098,116.0,"Drama,Thriller",9898681.0,43.99413777777777
4,2015-04-24,The Water Diviner,22500000.0,4200117.0,31054727.0,2015,WB,34000000.0,2015,"[10752, 18]",11.479,tt3007512,111.0,"Drama,History,War",8554727.0,38.02100888888889
11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,2014,Fox,8100000.0,2014,[18],8.289,tt1805411,80.0,Documentary,48949793.0,222.4990590909091
11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,2014,Fox,8100000.0,2014,[18],8.289,tt3210686,138.0,"Biography,Drama,History",48949793.0,222.4990590909091
13,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,2014,BV,34600000.0,2014,[18],8.26,tt2980648,122.0,"Comedy,Drama",72270488.0,328.5022181818182
17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,2012,Fox,28100000.0,2012,"[35, 10751]",11.36,tt2023453,94.0,"Comedy,Family",55229695.0,251.0440681818182
21,2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,2013,BV,19300000.0,2013,[35],7.9620000000000015,tt2387559,105.0,"Comedy,Drama",48536870.0,220.62213636363634
22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,2016,Uni.,33100000.0,2016,"[35, 18, 9648]",12.312,tt0475290,106.0,"Comedy,Drama,Music",42160680.0,191.63945454545456
27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,2017,Fox,19400000.0,2017,"[35, 10751]",10.839,tt6003368,91.0,"Comedy,Family",13609577.0,61.86171363636363
29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,2013,ORF,22900000.0,2013,"[28, 53]",14.422,tt2312718,100.0,"Action,Thriller",29695362.0,134.9789181818182
29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,2013,ORF,22900000.0,2013,"[28, 53]",14.422,tt2558484,111.0,Drama,29695362.0,134.9789181818182
34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,2015,EC,56600000.0,2015,"[53, 28, 80, 9648]",13.428,tt2938956,96.0,"Action,Adventure,Crime",47698495.0,216.81134090909092
40,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,2017,Sony,1100000.0,2017,[18],12.688,tt6000478,122.0,"Crime,Drama,Thriller",-9032988.0,-41.059036363636366
41,2013-12-04,Out of the Furnace,22000000.0,11330849.0,15434375.0,2013,Rela.,4300000.0,2013,"[53, 18, 80]",9.139,tt1206543,116.0,"Crime,Drama,Thriller",-6565625.0,-29.843750000000004
44,2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,2017,BG,1600000.0,2017,"[28, 35]",8.459,tt5721088,91.0,"Action,Comedy",-15243588.0,-69.28903636363636
58,2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,2012,SPC,56600000.0,2012,"[10749, 35, 18]",9.563,tt1859650,112.0,"Comedy,Music,Romance",52826015.0,245.70239534883723
59,2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,2012,Wein.,104300000.0,2012,"[18, 35, 10749]",15.351,tt1045658,122.0,"Comedy,Drama,Romance",215412453.0,1025.7735857142857
60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,2018,Uni.,33700000.0,2018,[35],21.841,tt2531344,102.0,Comedy,73045328.0,347.8348952380952
79,2011-05-06,The Beaver,21000000.0,970816.0,5046038.0,2011,Sum.,6300000.0,2011,[18],7.357,tt1321860,91.0,Drama,-15953962.0,-75.97124761904762
92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,2016,LG/S,295000000.0,2016,"[35, 18, 10749]",16.275,tt3783958,128.0,"Comedy,Drama,Music",406351163.0,2031.755815
93,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,2013,WB (NL),182100000.0,2013,"[27, 53]",18.886,tt1457767,112.0,"Horror,Mystery,Thriller",298000141.0,1490.000705
95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,2017,LGF,173500000.0,2017,"[18, 10751]",20.101,tt2543472,113.0,"Drama,Family",284604712.0,1423.02356
99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,2016,STX,70700000.0,2016,[35],14.332,tt4651520,100.0,Comedy,160998716.0,804.9935800000001
3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,2014,WB (NL),16000000.0,2014,[35],10.979,tt2103254,97.0,"Comedy,Romance",76407655.0,382.038275
5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,2011,FoxS,94700000.0,2011,"[35, 18]",10.444,tt1033575,115.0,"Comedy,Drama",155507800.0,777.539
5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,2011,FoxS,94700000.0,2011,"[35, 18]",10.444,tt5838908,80.0,Drama,155507800.0,777.539
18,2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,2013,FoxS,131100000.0,2013,"[18, 36]",16.493,tt2024544,134.0,"Biography,Drama,History",161025343.0,805.1267149999999
20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,2016,WB (NL),152100000.0,2016,"[18, 10749]",16.917,tt2674426,106.0,"Drama,Romance",188265198.0,941.32599
22,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,2016,WB (NL),1000000.0,2016,[35],12.845999999999998,tt3628584,111.0,"Comedy,Drama",34404202.0,172.02101000000002
24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,2018,LGF,44100000.0,2018,"[53, 80, 9648, 35, 18]",21.121,tt7040874,117.0,"Comedy,Crime,Drama",77628717.0,388.143585
25,2015-01-09,Selma,20000000.0,52076908.0,66776576.0,2015,Par.,14700000.0,2014,"[36, 18]",9.541,tt1020072,128.0,"Biography,Drama,History",46776576.0,233.88288
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,ORF,53200000.0,2015,"[18, 53, 36]",16.354,tt1895587,129.0,"Crime,Drama",72088460.0,360.4423
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,ORF,53200000.0,2015,"[18, 53, 36]",16.354,tt7785302,99.0,Drama,72088460.0,360.4423
39,2017-11-17,The Star,20000000.0,40847995.0,62758010.0,2017,Sony,22000000.0,2017,"[35, 12, 10751, 14, 16]",14.53,tt4587656,86.0,"Adventure,Animation,Comedy",42758010.0,213.79005
43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,LGF,46700000.0,2016,"[35, 18]",0.6,tt1772317,83.0,"Comedy,Drama",50652284.0,253.26142
43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,LGF,46700000.0,2016,"[35, 18]",0.6,tt2495778,86.0,"Drama,Mystery,Thriller",50652284.0,253.26142
43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,LGF,46700000.0,2016,"[35, 18]",0.6,tt3531824,96.0,"Action,Adventure,Crime",50652284.0,253.26142
43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,LGF,46700000.0,2016,"[35, 18]",0.6,tt5324464,62.0,"Documentary,History",50652284.0,253.26142
48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2016,Sony,9200000.0,2016,"[18, 36]",10.089,tt0850709,121.0,"Biography,Drama",26255763.0,131.278815
48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2016,Sony,9200000.0,2016,"[18, 36]",10.089,tt3231054,107.0,"Action,Adventure,Drama",26255763.0,131.278815
55,2013-01-04,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,2013,LGF,12900000.0,2013,"[27, 53]",18.256,tt1572315,92.0,"Horror,Thriller",27666013.0,138.330065
65,2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,2011,Focus,14500000.0,2011,"[18, 53]",12.697,tt1226753,113.0,"Drama,Thriller",26604054.0,133.02027
65,2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,2011,Focus,14500000.0,2011,"[18, 53]",12.697,tt2698966,99.0,"Drama,Mystery,Thriller",26604054.0,133.02027
76,2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,2013,Focus,20100000.0,2013,"[35, 28, 878]",12.719,tt1213663,109.0,"Action,Comedy,Sci-Fi",27508505.0,137.54252499999998
81,2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,2018,Focus,13600000.0,2018,"[18, 36]",32.624,tt4669788,120.0,"Biography,Drama",18073377.0,90.366885
84,2011-07-01,Monte Carlo,20000000.0,23186769.0,39686769.0,2011,Fox,16500000.0,2011,"[12, 35, 10749]",11.017,tt1067774,109.0,"Adventure,Comedy,Family",19686769.0,98.43384499999999
87,2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,2017,Sony,25200000.0,2017,"[18, 35]",14.338,tt4799050,101.0,"Comedy,Crime,Thriller",26844357.0,134.22178499999998
22,2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,2012,FD,17900000.0,2012,"[28, 53, 878]",11.273,tt1592525,95.0,"Action,Sci-Fi,Thriller",13943049.0,69.71524500000001
24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,2011,Fox,16399999.0,2011,"[35, 10749]",10.390999999999998,tt0770703,106.0,"Comedy,Romance",10163785.0,50.81892500000001
27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,2015,Wein.,23000000.0,2015,"[18, 35]",12.761,tt2503944,101.0,"Comedy,Drama",16773510.0,83.86755000000001
33,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,2016,ORF,10500000.0,2016,"[28, 53, 9648]",13.334,tt1712261,115.0,"Crime,Thriller",5943792.0,29.71896
